date,equity
2024-03-18,0.9995
2024-03-19,1.0111870281244977
2024-03-20,1.0232069338785645
2024-03-21,1.0072850995493396
2024-03-22,1.0092206156900727
2024-03-25,0.9981115765482165
2024-03-26,0.9933535392816971
2024-03-27,1.0036302342951078
2024-03-28,0.9974860246864845
2024-04-01,0.9978328305339048
2024-04-02,0.9906629905947603
2024-04-03,0.9918756622539361
2024-04-04,0.9864178840636615
2024-04-05,0.9976554708304805
2024-04-08,0.9932413016147476
2024-04-09,0.9988147236078834
2024-04-10,0.9897137272003409
2024-04-11,1.016586481387246
2024-04-12,1.0138088959024263
