date,equity
2024-03-01,0.9969380752737825
2024-03-04,0.9960535386964018
2024-03-05,1.000941908911173
2024-03-06,1.0020218356135204
2024-03-07,1.0056499644411248
2024-03-08,1.0080834998519497
2024-03-11,1.0062411035013228
2024-03-12,1.0085522710438106
2024-03-13,1.0078381312377642
2024-03-14,1.0071040603349957
2024-03-15,1.0078494035632066
2024-03-18,1.0028698651493202
2024-03-19,1.007455569205576
2024-03-20,1.0054922258258414
2024-03-21,1.009414593654368
2024-03-22,1.0102999753532722
2024-03-25,1.0161214407824763
2024-03-26,1.0141807576081385
2024-03-27,1.0134796727080464
2024-03-28,1.0150831920805548
2024-03-29,1.0076465415266351
2024-04-01,1.0109694827635942
2024-04-02,1.016828765046265
2024-04-03,1.0212456900124285
2024-04-04,1.0243520066501548
2024-04-05,1.0242383828357278
2024-04-08,1.0292434853128523
2024-04-09,1.0335242192793963
2024-04-10,1.035357869998634
2024-04-11,1.0357905461507635
2024-04-12,1.0348933608978919
