Meta_Version,date,equity,daily_return,gross_return,cost
OroTitan_Data_v1.0,2018-01-02,1.0,0.0,0.0,0.0
OroTitan_Data_v1.0,2018-01-03,1.0,0.0,0.0,0.0
OroTitan_Data_v1.0,2018-01-04,1.0,0.0,0.0,0.0
OroTitan_Data_v1.0,2018-01-05,1.012386859678206,0.012386859678205908,0.012386859678205908,0.0
OroTitan_Data_v1.0,2018-01-08,1.0156273339699098,0.00320082610785164,0.00320082610785164,0.0
OroTitan_Data_v1.0,2018-01-09,1.019385637761089,0.003700475228929323,0.003700475228929323,0.0
OroTitan_Data_v1.0,2018-01-10,1.012457118869551,-0.006796759376319361,-0.006796759376319361,0.0
OroTitan_Data_v1.0,2018-01-11,1.0086272165497323,-0.0037827797824119607,-0.0037827797824119607,0.0
OroTitan_Data_v1.0,2018-01-12,1.016182417523355,0.007490578133977921,0.007490578133977921,0.0
OroTitan_Data_v1.0,2018-01-15,1.0198451822102932,0.003604436195486538,0.003604436195486538,0.0
OroTitan_Data_v1.0,2018-01-16,1.02172576752623,0.0018439909789648712,0.0018439909789648712,0.0
OroTitan_Data_v1.0,2018-01-17,1.027835102489262,0.005979427315241237,0.005979427315241237,0.0
OroTitan_Data_v1.0,2018-01-18,1.0298944587108492,0.0020035861945166267,0.0020035861945166267,0.0
OroTitan_Data_v1.0,2018-01-19,1.0363685733189645,0.006286192292187921,0.006286192292187921,0.0
OroTitan_Data_v1.0,2018-01-22,1.0382112275029385,0.0017779911813351258,0.0017779911813351258,0.0
OroTitan_Data_v1.0,2018-01-23,1.0406814364467842,0.002379293228976998,0.002379293228976998,0.0
OroTitan_Data_v1.0,2018-01-24,1.0344305321932705,-0.006006549203814139,-0.006006549203814139,0.0
OroTitan_Data_v1.0,2018-01-25,1.0346586347799118,0.000220510299669552,0.000220510299669552,0.0
OroTitan_Data_v1.0,2018-01-26,1.046315378325992,0.011266270008522917,0.011266270008522917,0.0
OroTitan_Data_v1.0,2018-01-29,1.040692152368946,-0.005374312634153022,-0.005374312634153022,0.0
OroTitan_Data_v1.0,2018-01-30,1.0346666374223565,-0.005789911005741289,-0.005789911005741289,0.0
OroTitan_Data_v1.0,2018-01-31,1.0403084579405728,0.005452790603427238,0.005452790603427238,0.0
OroTitan_Data_v1.0,2018-02-01,1.0435118508920909,0.003079272236101527,0.003079272236101527,0.0
OroTitan_Data_v1.0,2018-02-02,1.0278846341865524,-0.014975600604994487,-0.014975600604994487,0.0
OroTitan_Data_v1.0,2018-02-05,1.0146476017363026,-0.012877935918095775,-0.012877935918095775,0.0
OroTitan_Data_v1.0,2018-02-06,0.9912072178232506,-0.02310199508966464,-0.02310199508966464,0.0
OroTitan_Data_v1.0,2018-02-07,1.0174122470148836,0.02643748826726766,0.02643748826726766,0.0
OroTitan_Data_v1.0,2018-02-08,0.9923894775267902,-0.024594523568505264,-0.024594523568505264,0.0
OroTitan_Data_v1.0,2018-02-09,0.9819393907827823,-0.010530227275334892,-0.010530227275334892,0.0
OroTitan_Data_v1.0,2018-02-12,0.9980447168440942,0.016401548010486856,0.016401548010486856,0.0
OroTitan_Data_v1.0,2018-02-13,0.9929539822600552,-0.005100707912303215,-0.005100707912303215,0.0
OroTitan_Data_v1.0,2018-02-14,1.0057199021172307,0.012856507033809538,0.012856507033809538,0.0
OroTitan_Data_v1.0,2018-02-15,1.0193762626516323,0.013578691746730154,0.013578691746730154,0.0
OroTitan_Data_v1.0,2018-02-16,1.0352986718336072,0.015619756674102894,0.015619756674102894,0.0
OroTitan_Data_v1.0,2018-02-19,1.0341892050613408,-0.0010716393273270009,-0.0010716393273270009,0.0
OroTitan_Data_v1.0,2018-02-20,1.0449951742793453,0.010448735265384647,0.010448735265384647,0.0
OroTitan_Data_v1.0,2018-02-21,1.042339141636211,-0.002541669768921162,-0.002541669768921162,0.0
OroTitan_Data_v1.0,2018-02-22,1.0435037823793876,0.0011173337896034589,0.0011173337896034589,0.0
OroTitan_Data_v1.0,2018-02-23,1.0465779279055867,0.0029459840760610034,0.0029459840760610034,0.0
OroTitan_Data_v1.0,2018-02-26,1.051236725894132,0.004451458285450827,0.004451458285450827,0.0
OroTitan_Data_v1.0,2018-02-27,1.04969593425212,-0.001465694266628137,-0.001465694266628137,0.0
OroTitan_Data_v1.0,2018-02-28,1.0445987721544203,-0.0048558462802194115,-0.0048558462802194115,0.0
OroTitan_Data_v1.0,2018-03-01,1.032446718988651,-0.011633225588334083,-0.011633225588334083,0.0
OroTitan_Data_v1.0,2018-03-02,1.0100277752657265,-0.021714383232178083,-0.021714383232178083,0.0
OroTitan_Data_v1.0,2018-03-05,1.0254989861950445,0.01531760938479898,0.01531760938479898,0.0
