Meta_Version,date,rank,ticker,score
OroTitan_Data_v1.0,2018-01-26,1,GTT.PA,1.991137006580989
OroTitan_Data_v1.0,2018-01-26,2,DSY.PA,0.1723638842241555
OroTitan_Data_v1.0,2018-01-26,3,TTE.PA,0.07261558556351316
OroTitan_Data_v1.0,2018-01-26,4,SU.PA,-0.08547831934786998
OroTitan_Data_v1.0,2018-01-26,5,AI.PA,-0.13358793581232015
OroTitan_Data_v1.0,2018-01-26,6,ASML.AS,-0.23512697831020046
OroTitan_Data_v1.0,2018-01-26,7,OR.PA,-0.29966166599204047
OroTitan_Data_v1.0,2018-01-26,8,ENX.PA,-0.34574963218309274
OroTitan_Data_v1.0,2018-01-26,9,IPN.PA,-0.4044356458957694
OroTitan_Data_v1.0,2018-01-26,10,MC.PA,-0.7320762988273665
OroTitan_Data_v1.0,2018-02-02,1,GTT.PA,1.819602960320239
OroTitan_Data_v1.0,2018-02-02,2,DSY.PA,0.39480122621234226
OroTitan_Data_v1.0,2018-02-02,3,ENX.PA,0.3309956796605833
OroTitan_Data_v1.0,2018-02-02,4,OR.PA,-0.06004111150293623
OroTitan_Data_v1.0,2018-02-02,5,TTE.PA,-0.18993162934326657
OroTitan_Data_v1.0,2018-02-02,6,SU.PA,-0.2632664755114678
OroTitan_Data_v1.0,2018-02-02,7,IPN.PA,-0.3205142550028146
OroTitan_Data_v1.0,2018-02-02,8,AI.PA,-0.37530997213207595
OroTitan_Data_v1.0,2018-02-02,9,ASML.AS,-0.6672725829509147
OroTitan_Data_v1.0,2018-02-02,10,MC.PA,-0.6690638397496886
OroTitan_Data_v1.0,2018-02-09,1,GTT.PA,1.62604740765767
OroTitan_Data_v1.0,2018-02-09,2,ENX.PA,0.8269406228343674
OroTitan_Data_v1.0,2018-02-09,3,DSY.PA,0.7090350567982684
OroTitan_Data_v1.0,2018-02-09,4,SU.PA,0.049129487437399144
OroTitan_Data_v1.0,2018-02-09,5,IPN.PA,-0.03528191819570947
OroTitan_Data_v1.0,2018-02-09,6,OR.PA,-0.24054163541724205
OroTitan_Data_v1.0,2018-02-09,7,TTE.PA,-0.3942765842542096
OroTitan_Data_v1.0,2018-02-09,8,AI.PA,-0.45896869909615934
OroTitan_Data_v1.0,2018-02-09,9,MC.PA,-0.9430807540802015
OroTitan_Data_v1.0,2018-02-09,10,ASML.AS,-1.1390029836841784
OroTitan_Data_v1.0,2018-02-16,1,GTT.PA,1.3936185947239914
OroTitan_Data_v1.0,2018-02-16,2,DSY.PA,0.9873561876954053
OroTitan_Data_v1.0,2018-02-16,3,ENX.PA,0.6189986875038878
OroTitan_Data_v1.0,2018-02-16,4,IPN.PA,0.35921981997495167
OroTitan_Data_v1.0,2018-02-16,5,TTE.PA,-0.16093833604918928
OroTitan_Data_v1.0,2018-02-16,6,SU.PA,-0.21120577967102827
OroTitan_Data_v1.0,2018-02-16,7,OR.PA,-0.4815152817351882
OroTitan_Data_v1.0,2018-02-16,8,AI.PA,-0.5431257659285977
OroTitan_Data_v1.0,2018-02-16,9,MC.PA,-0.8845743545400017
OroTitan_Data_v1.0,2018-02-16,10,ASML.AS,-1.0778337719742321
OroTitan_Data_v1.0,2018-02-23,1,ENX.PA,1.3267814498387696
OroTitan_Data_v1.0,2018-02-23,2,DSY.PA,1.069891746965866
OroTitan_Data_v1.0,2018-02-23,3,IPN.PA,0.6886857952362764
OroTitan_Data_v1.0,2018-02-23,4,GTT.PA,0.45271754937044784
OroTitan_Data_v1.0,2018-02-23,5,TTE.PA,-0.2349158228489202
OroTitan_Data_v1.0,2018-02-23,6,SU.PA,-0.2793527836207432
OroTitan_Data_v1.0,2018-02-23,7,AI.PA,-0.5724757347888383
OroTitan_Data_v1.0,2018-02-23,8,OR.PA,-0.5778674799158521
OroTitan_Data_v1.0,2018-02-23,9,MC.PA,-0.9200987106725418
OroTitan_Data_v1.0,2018-02-23,10,ASML.AS,-0.9533660095644636
OroTitan_Data_v1.0,2018-03-02,1,DSY.PA,1.370603213424596
OroTitan_Data_v1.0,2018-03-02,2,ENX.PA,0.9622771819430351
OroTitan_Data_v1.0,2018-03-02,3,IPN.PA,0.8096530316279508
OroTitan_Data_v1.0,2018-03-02,4,GTT.PA,0.2424511470501538
OroTitan_Data_v1.0,2018-03-02,5,ASML.AS,-0.23528611185202242
OroTitan_Data_v1.0,2018-03-02,6,TTE.PA,-0.32814588509173975
OroTitan_Data_v1.0,2018-03-02,7,AI.PA,-0.5533140229592626
OroTitan_Data_v1.0,2018-03-02,8,SU.PA,-0.6646996633064082
OroTitan_Data_v1.0,2018-03-02,9,OR.PA,-0.7721837416965203
OroTitan_Data_v1.0,2018-03-02,10,MC.PA,-0.8313551491397848
OroTitan_Data_v1.0,2018-03-09,1,DSY.PA,1.4077504558590264
OroTitan_Data_v1.0,2018-03-09,2,ENX.PA,1.1454828352842596
OroTitan_Data_v1.0,2018-03-09,3,IPN.PA,0.9464772467222979
OroTitan_Data_v1.0,2018-03-09,4,ASML.AS,0.265576957696817
OroTitan_Data_v1.0,2018-03-09,5,TTE.PA,-0.4291583265559954
OroTitan_Data_v1.0,2018-03-09,6,SU.PA,-0.4692012095773578
OroTitan_Data_v1.0,2018-03-09,7,GTT.PA,-0.5539262289405716
OroTitan_Data_v1.0,2018-03-09,8,AI.PA,-0.6159848687374037
OroTitan_Data_v1.0,2018-03-09,9,OR.PA,-0.7128544405807936
OroTitan_Data_v1.0,2018-03-09,10,MC.PA,-0.9841624211702751
OroTitan_Data_v1.0,2018-03-16,1,DSY.PA,1.6945109617456053
OroTitan_Data_v1.0,2018-03-16,2,ENX.PA,0.9552451873012883
OroTitan_Data_v1.0,2018-03-16,3,IPN.PA,0.8355678256322031
OroTitan_Data_v1.0,2018-03-16,4,ASML.AS,0.501769138809879
OroTitan_Data_v1.0,2018-03-16,5,TTE.PA,-0.18791392586993239
OroTitan_Data_v1.0,2018-03-16,6,SU.PA,-0.2709945396905727
OroTitan_Data_v1.0,2018-03-16,7,OR.PA,-0.7439153366050393
OroTitan_Data_v1.0,2018-03-16,8,AI.PA,-0.8176854912610132
OroTitan_Data_v1.0,2018-03-16,9,MC.PA,-0.9119580134252651
OroTitan_Data_v1.0,2018-03-16,10,GTT.PA,-1.0546258066371577
OroTitan_Data_v1.0,2018-03-23,1,DSY.PA,1.9048456628936319
OroTitan_Data_v1.0,2018-03-23,2,ENX.PA,0.9740772858250804
OroTitan_Data_v1.0,2018-03-23,3,IPN.PA,0.9409177005111806
OroTitan_Data_v1.0,2018-03-23,4,ASML.AS,-0.017315356607753185
OroTitan_Data_v1.0,2018-03-23,5,TTE.PA,-0.028443167323846552
OroTitan_Data_v1.0,2018-03-23,6,AI.PA,-0.572108689740882
OroTitan_Data_v1.0,2018-03-23,7,OR.PA,-0.5748673728035358
OroTitan_Data_v1.0,2018-03-23,8,SU.PA,-0.5812724743225046
OroTitan_Data_v1.0,2018-03-23,9,MC.PA,-0.9271454283963986
OroTitan_Data_v1.0,2018-03-23,10,GTT.PA,-1.1186881600349678
OroTitan_Data_v1.0,2018-03-29,1,DSY.PA,1.8496170026317498
OroTitan_Data_v1.0,2018-03-29,2,IPN.PA,1.3120329575148078
OroTitan_Data_v1.0,2018-03-29,3,ENX.PA,0.9283984561425191
OroTitan_Data_v1.0,2018-03-29,4,TTE.PA,-0.08738612928906575
OroTitan_Data_v1.0,2018-03-29,5,SU.PA,-0.38653689490908116
OroTitan_Data_v1.0,2018-03-29,6,OR.PA,-0.4419509835804792
OroTitan_Data_v1.0,2018-03-29,7,ASML.AS,-0.46334621346305105
OroTitan_Data_v1.0,2018-03-29,8,AI.PA,-0.6496190264785684
OroTitan_Data_v1.0,2018-03-29,9,MC.PA,-0.6599397372438142
OroTitan_Data_v1.0,2018-03-29,10,GTT.PA,-1.4012694313250156
OroTitan_Data_v1.0,2018-04-06,1,DSY.PA,2.0674738477429493
OroTitan_Data_v1.0,2018-04-06,2,IPN.PA,1.113098306510133
OroTitan_Data_v1.0,2018-04-06,3,ENX.PA,0.8311289791936358
OroTitan_Data_v1.0,2018-04-06,4,TTE.PA,0.1101662614780537
OroTitan_Data_v1.0,2018-04-06,5,OR.PA,-0.06100145791200573
OroTitan_Data_v1.0,2018-04-06,6,MC.PA,-0.20569817489935674
OroTitan_Data_v1.0,2018-04-06,7,ASML.AS,-0.8037913562430794
OroTitan_Data_v1.0,2018-04-06,8,AI.PA,-0.8617694708211471
OroTitan_Data_v1.0,2018-04-06,9,SU.PA,-0.9000597989644858
OroTitan_Data_v1.0,2018-04-06,10,GTT.PA,-1.2895471360846944
OroTitan_Data_v1.0,2018-04-13,1,DSY.PA,1.459644701778634
OroTitan_Data_v1.0,2018-04-13,2,IPN.PA,1.2875168686543499
OroTitan_Data_v1.0,2018-04-13,3,MC.PA,0.8276165950682802
OroTitan_Data_v1.0,2018-04-13,4,ENX.PA,0.42907744984265495
OroTitan_Data_v1.0,2018-04-13,5,OR.PA,0.14169477048563908
OroTitan_Data_v1.0,2018-04-13,6,ASML.AS,0.018260022073143367
OroTitan_Data_v1.0,2018-04-13,7,TTE.PA,-0.07642784642382011
OroTitan_Data_v1.0,2018-04-13,8,AI.PA,-0.6702657978982962
OroTitan_Data_v1.0,2018-04-13,9,SU.PA,-0.7831372307263958
OroTitan_Data_v1.0,2018-04-13,10,GTT.PA,-2.6339795328541906
OroTitan_Data_v1.0,2018-04-20,1,DSY.PA,1.4955553118661107
OroTitan_Data_v1.0,2018-04-20,2,MC.PA,1.1946514429250719
OroTitan_Data_v1.0,2018-04-20,3,ENX.PA,1.0623856981221835
OroTitan_Data_v1.0,2018-04-20,4,IPN.PA,0.8099149095568028
OroTitan_Data_v1.0,2018-04-20,5,TTE.PA,0.7340746351613034
OroTitan_Data_v1.0,2018-04-20,6,OR.PA,0.08132961209607953
OroTitan_Data_v1.0,2018-04-20,7,SU.PA,-0.4676926850378973
OroTitan_Data_v1.0,2018-04-20,8,AI.PA,-0.6888190523840014
OroTitan_Data_v1.0,2018-04-20,9,ASML.AS,-1.7923842407308
OroTitan_Data_v1.0,2018-04-20,10,GTT.PA,-2.429015631574852
OroTitan_Data_v1.0,2018-04-27,1,DSY.PA,1.3755209301795268
OroTitan_Data_v1.0,2018-04-27,2,IPN.PA,1.2246438020270058
OroTitan_Data_v1.0,2018-04-27,3,TTE.PA,0.9410919081413576
OroTitan_Data_v1.0,2018-04-27,4,MC.PA,0.8225713376312015
OroTitan_Data_v1.0,2018-04-27,5,OR.PA,0.5809267289962475
OroTitan_Data_v1.0,2018-04-27,6,ENX.PA,0.5302030647787632
OroTitan_Data_v1.0,2018-04-27,7,AI.PA,-0.3895071260227969
OroTitan_Data_v1.0,2018-04-27,8,SU.PA,-0.5995550588158902
OroTitan_Data_v1.0,2018-04-27,9,ASML.AS,-1.6358293540766344
OroTitan_Data_v1.0,2018-04-27,10,GTT.PA,-2.8500662328387807
OroTitan_Data_v1.0,2018-05-04,1,IPN.PA,1.2394719915043102
OroTitan_Data_v1.0,2018-05-04,2,MC.PA,1.2280693430369065
OroTitan_Data_v1.0,2018-05-04,3,TTE.PA,1.0941551347632372
OroTitan_Data_v1.0,2018-05-04,4,DSY.PA,0.8679768987350241
OroTitan_Data_v1.0,2018-05-04,5,OR.PA,0.7137788538889145
OroTitan_Data_v1.0,2018-05-04,6,ENX.PA,0.3278423400095599
OroTitan_Data_v1.0,2018-05-04,7,AI.PA,-0.28139508543031094
OroTitan_Data_v1.0,2018-05-04,8,SU.PA,-0.7297608814171466
OroTitan_Data_v1.0,2018-05-04,9,ASML.AS,-1.5395082734349994
OroTitan_Data_v1.0,2018-05-04,10,GTT.PA,-2.920630321655497
OroTitan_Data_v1.0,2018-05-11,1,MC.PA,1.5066921271101454
OroTitan_Data_v1.0,2018-05-11,2,TTE.PA,1.1851045855510225
OroTitan_Data_v1.0,2018-05-11,3,IPN.PA,0.8742713220542417
OroTitan_Data_v1.0,2018-05-11,4,OR.PA,0.7917589307750192
OroTitan_Data_v1.0,2018-05-11,5,DSY.PA,0.678948393338825
OroTitan_Data_v1.0,2018-05-11,6,AI.PA,-0.12748844725629516
OroTitan_Data_v1.0,2018-05-11,7,ASML.AS,-0.4229762165013986
OroTitan_Data_v1.0,2018-05-11,8,SU.PA,-0.4311361404864622
OroTitan_Data_v1.0,2018-05-11,9,ENX.PA,-0.6253374642489776
OroTitan_Data_v1.0,2018-05-11,10,GTT.PA,-3.4298370903361253
OroTitan_Data_v1.0,2018-05-18,1,MC.PA,1.8864810458733403
OroTitan_Data_v1.0,2018-05-18,2,TTE.PA,1.4641896984836673
OroTitan_Data_v1.0,2018-05-18,3,OR.PA,0.9133346780300445
OroTitan_Data_v1.0,2018-05-18,4,IPN.PA,0.500757232578721
OroTitan_Data_v1.0,2018-05-18,5,AI.PA,0.3268551920994442
OroTitan_Data_v1.0,2018-05-18,6,DSY.PA,-0.14325424973674983
OroTitan_Data_v1.0,2018-05-18,7,SU.PA,-0.3478474647936357
OroTitan_Data_v1.0,2018-05-18,8,ENX.PA,-0.5257427596864536
OroTitan_Data_v1.0,2018-05-18,9,ASML.AS,-0.8212632678381817
OroTitan_Data_v1.0,2018-05-18,10,GTT.PA,-3.2535101050101956
OroTitan_Data_v1.0,2018-05-25,1,MC.PA,1.9974648944388795
OroTitan_Data_v1.0,2018-05-25,2,OR.PA,1.4583654543107492
OroTitan_Data_v1.0,2018-05-25,3,DSY.PA,0.8824707842408075
OroTitan_Data_v1.0,2018-05-25,4,AI.PA,0.49404346817857964
OroTitan_Data_v1.0,2018-05-25,5,TTE.PA,0.32368511749649675
OroTitan_Data_v1.0,2018-05-25,6,IPN.PA,0.19320797338586793
OroTitan_Data_v1.0,2018-05-25,7,SU.PA,-0.2360941137048744
OroTitan_Data_v1.0,2018-05-25,8,ASML.AS,-0.49589301138610936
OroTitan_Data_v1.0,2018-05-25,9,ENX.PA,-2.1307673733056864
OroTitan_Data_v1.0,2018-05-25,10,GTT.PA,-2.4864831936547116
OroTitan_Data_v1.0,2018-06-01,1,MC.PA,1.7375928596745192
OroTitan_Data_v1.0,2018-06-01,2,OR.PA,1.6650819997028068
OroTitan_Data_v1.0,2018-06-01,3,DSY.PA,0.888804730815288
OroTitan_Data_v1.0,2018-06-01,4,TTE.PA,0.8064407677522125
OroTitan_Data_v1.0,2018-06-01,5,IPN.PA,0.6154944002555699
OroTitan_Data_v1.0,2018-06-01,6,AI.PA,-0.06098202725427487
OroTitan_Data_v1.0,2018-06-01,7,SU.PA,-0.2508125736453086
OroTitan_Data_v1.0,2018-06-01,8,ASML.AS,-0.6937948841328215
OroTitan_Data_v1.0,2018-06-01,9,ENX.PA,-2.0580193100663857
OroTitan_Data_v1.0,2018-06-01,10,GTT.PA,-2.649805963101608
OroTitan_Data_v1.0,2018-06-08,1,MC.PA,1.8747151282084478
OroTitan_Data_v1.0,2018-06-08,2,OR.PA,1.3684241640511972
OroTitan_Data_v1.0,2018-06-08,3,TTE.PA,1.1944048586784128
OroTitan_Data_v1.0,2018-06-08,4,IPN.PA,0.6145263546215645
OroTitan_Data_v1.0,2018-06-08,5,DSY.PA,0.48293300891239777
OroTitan_Data_v1.0,2018-06-08,6,AI.PA,0.15418474224252132
OroTitan_Data_v1.0,2018-06-08,7,SU.PA,-0.44639012034013825
OroTitan_Data_v1.0,2018-06-08,8,ASML.AS,-0.8632867154908057
OroTitan_Data_v1.0,2018-06-08,9,GTT.PA,-2.1848080300171198
OroTitan_Data_v1.0,2018-06-08,10,ENX.PA,-2.1947033908664784
OroTitan_Data_v1.0,2018-06-15,1,OR.PA,1.836214545775819
OroTitan_Data_v1.0,2018-06-15,2,MC.PA,1.745304973405187
OroTitan_Data_v1.0,2018-06-15,3,TTE.PA,0.7036736560615766
OroTitan_Data_v1.0,2018-06-15,4,DSY.PA,0.6215615035135722
OroTitan_Data_v1.0,2018-06-15,5,AI.PA,0.43997973203371643
OroTitan_Data_v1.0,2018-06-15,6,IPN.PA,0.3889352847627716
OroTitan_Data_v1.0,2018-06-15,7,SU.PA,-0.4417388633417874
OroTitan_Data_v1.0,2018-06-15,8,ASML.AS,-0.8369378959299842
OroTitan_Data_v1.0,2018-06-15,9,ENX.PA,-2.201670377103808
OroTitan_Data_v1.0,2018-06-15,10,GTT.PA,-2.2553225591770634
OroTitan_Data_v1.0,2018-06-22,1,OR.PA,1.7921863767471968
OroTitan_Data_v1.0,2018-06-22,2,TTE.PA,1.2014094991134086
OroTitan_Data_v1.0,2018-06-22,3,MC.PA,1.0437904978984476
OroTitan_Data_v1.0,2018-06-22,4,AI.PA,0.6952051861730442
OroTitan_Data_v1.0,2018-06-22,5,DSY.PA,0.5860809420628899
OroTitan_Data_v1.0,2018-06-22,6,IPN.PA,0.4589034928437567
OroTitan_Data_v1.0,2018-06-22,7,SU.PA,-0.5474205732035379
OroTitan_Data_v1.0,2018-06-22,8,ASML.AS,-0.7020580241054005
OroTitan_Data_v1.0,2018-06-22,9,GTT.PA,-1.9016185274601791
OroTitan_Data_v1.0,2018-06-22,10,ENX.PA,-2.626478870069629
OroTitan_Data_v1.0,2018-06-29,1,OR.PA,1.87627282802508
OroTitan_Data_v1.0,2018-06-29,2,TTE.PA,1.2548851747988992
OroTitan_Data_v1.0,2018-06-29,3,MC.PA,1.002429042801509
OroTitan_Data_v1.0,2018-06-29,4,AI.PA,0.599326808680122
OroTitan_Data_v1.0,2018-06-29,5,IPN.PA,0.4805962317868338
OroTitan_Data_v1.0,2018-06-29,6,DSY.PA,0.4454480789874733
OroTitan_Data_v1.0,2018-06-29,7,ASML.AS,-0.49308127899054993
OroTitan_Data_v1.0,2018-06-29,8,SU.PA,-0.8883987822692723
OroTitan_Data_v1.0,2018-06-29,9,GTT.PA,-1.6770705613334829
OroTitan_Data_v1.0,2018-06-29,10,ENX.PA,-2.6004075424866095
OroTitan_Data_v1.0,2018-07-06,1,TTE.PA,1.2522694773012415
OroTitan_Data_v1.0,2018-07-06,2,OR.PA,1.1832912091339642
OroTitan_Data_v1.0,2018-07-06,3,AI.PA,0.9917376638249882
OroTitan_Data_v1.0,2018-07-06,4,IPN.PA,0.8853823183189284
OroTitan_Data_v1.0,2018-07-06,5,DSY.PA,0.8721718645695844
OroTitan_Data_v1.0,2018-07-06,6,MC.PA,0.8176569849324529
OroTitan_Data_v1.0,2018-07-06,7,ASML.AS,-0.312168820731607
OroTitan_Data_v1.0,2018-07-06,8,SU.PA,-0.481166713285564
OroTitan_Data_v1.0,2018-07-06,9,ENX.PA,-1.942677658701083
OroTitan_Data_v1.0,2018-07-06,10,GTT.PA,-3.266496325362904
OroTitan_Data_v1.0,2018-07-13,1,DSY.PA,1.7528786697021381
OroTitan_Data_v1.0,2018-07-13,2,IPN.PA,1.2371485945242418
OroTitan_Data_v1.0,2018-07-13,3,OR.PA,1.0979281010800488
OroTitan_Data_v1.0,2018-07-13,4,TTE.PA,0.8753397010654322
OroTitan_Data_v1.0,2018-07-13,5,AI.PA,0.8040065352276884
OroTitan_Data_v1.0,2018-07-13,6,MC.PA,0.05875987882990809
OroTitan_Data_v1.0,2018-07-13,7,ASML.AS,-0.3873075014567743
OroTitan_Data_v1.0,2018-07-13,8,SU.PA,-0.6911463779075185
OroTitan_Data_v1.0,2018-07-13,9,GTT.PA,-1.3632103763166032
OroTitan_Data_v1.0,2018-07-13,10,ENX.PA,-1.9128922937582424
OroTitan_Data_v1.0,2018-07-20,1,DSY.PA,1.6587534287976478
OroTitan_Data_v1.0,2018-07-20,2,ASML.AS,1.1503265374541076
OroTitan_Data_v1.0,2018-07-20,3,OR.PA,1.0570369867822336
OroTitan_Data_v1.0,2018-07-20,4,IPN.PA,0.9930186035054169
OroTitan_Data_v1.0,2018-07-20,5,MC.PA,0.2084066833632322
OroTitan_Data_v1.0,2018-07-20,6,AI.PA,0.2021457316683635
OroTitan_Data_v1.0,2018-07-20,7,TTE.PA,0.05134541097370021
OroTitan_Data_v1.0,2018-07-20,8,GTT.PA,-0.9928029508994011
OroTitan_Data_v1.0,2018-07-20,9,SU.PA,-1.1940104354078465
OroTitan_Data_v1.0,2018-07-20,10,ENX.PA,-1.6985263988303432
OroTitan_Data_v1.0,2018-07-27,1,DSY.PA,1.8649900541133495
OroTitan_Data_v1.0,2018-07-27,2,ASML.AS,1.2171965649401235
OroTitan_Data_v1.0,2018-07-27,3,IPN.PA,0.4276382291028162
OroTitan_Data_v1.0,2018-07-27,4,OR.PA,0.26153448278145364
OroTitan_Data_v1.0,2018-07-27,5,TTE.PA,0.23870000308972064
OroTitan_Data_v1.0,2018-07-27,6,AI.PA,0.13214444881027132
OroTitan_Data_v1.0,2018-07-27,7,GTT.PA,0.003354702372858398
OroTitan_Data_v1.0,2018-07-27,8,MC.PA,-0.012131892103512565
OroTitan_Data_v1.0,2018-07-27,9,SU.PA,-1.2554050135556185
OroTitan_Data_v1.0,2018-07-27,10,ENX.PA,-1.659100121114831
OroTitan_Data_v1.0,2018-08-03,1,DSY.PA,1.7554596314378688
OroTitan_Data_v1.0,2018-08-03,2,ASML.AS,0.9106359146099703
OroTitan_Data_v1.0,2018-08-03,3,IPN.PA,0.9009711412015932
OroTitan_Data_v1.0,2018-08-03,4,OR.PA,0.680941159413521
OroTitan_Data_v1.0,2018-08-03,5,TTE.PA,0.4515969906610336
OroTitan_Data_v1.0,2018-08-03,6,GTT.PA,0.011798859680017815
OroTitan_Data_v1.0,2018-08-03,7,AI.PA,-0.2478540971341734
OroTitan_Data_v1.0,2018-08-03,8,MC.PA,-0.25309782513021106
OroTitan_Data_v1.0,2018-08-03,9,SU.PA,-1.4646042717362935
OroTitan_Data_v1.0,2018-08-03,10,ENX.PA,-1.5338324808550543
OroTitan_Data_v1.0,2018-08-10,1,DSY.PA,2.102867533047386
OroTitan_Data_v1.0,2018-08-10,2,IPN.PA,1.3982278746252166
OroTitan_Data_v1.0,2018-08-10,3,OR.PA,0.2777091151746589
OroTitan_Data_v1.0,2018-08-10,4,ASML.AS,0.25418584848908954
OroTitan_Data_v1.0,2018-08-10,5,GTT.PA,0.16145158900804701
OroTitan_Data_v1.0,2018-08-10,6,TTE.PA,-0.08955700648148907
OroTitan_Data_v1.0,2018-08-10,7,AI.PA,-0.29030125501752174
OroTitan_Data_v1.0,2018-08-10,8,MC.PA,-0.42226168463067676
OroTitan_Data_v1.0,2018-08-10,9,ENX.PA,-0.7387213876844669
OroTitan_Data_v1.0,2018-08-10,10,SU.PA,-1.4957358859033882
OroTitan_Data_v1.0,2018-08-17,1,DSY.PA,2.248713498603046
OroTitan_Data_v1.0,2018-08-17,2,IPN.PA,1.4195795990727378
OroTitan_Data_v1.0,2018-08-17,3,OR.PA,0.3366993223057638
OroTitan_Data_v1.0,2018-08-17,4,GTT.PA,0.16132219361580713
OroTitan_Data_v1.0,2018-08-17,5,TTE.PA,-0.10748625138008144
OroTitan_Data_v1.0,2018-08-17,6,ASML.AS,-0.21482070307453466
OroTitan_Data_v1.0,2018-08-17,7,AI.PA,-0.36733364211486913
OroTitan_Data_v1.0,2018-08-17,8,MC.PA,-0.39329776840546055
OroTitan_Data_v1.0,2018-08-17,9,ENX.PA,-0.646644415136026
OroTitan_Data_v1.0,2018-08-17,10,SU.PA,-1.3164460987301085
OroTitan_Data_v1.0,2018-08-24,1,DSY.PA,1.985954422481
OroTitan_Data_v1.0,2018-08-24,2,IPN.PA,0.8424983143264007
OroTitan_Data_v1.0,2018-08-24,3,GTT.PA,0.7629218294569154
OroTitan_Data_v1.0,2018-08-24,4,TTE.PA,0.5721540384920185
OroTitan_Data_v1.0,2018-08-24,5,ENX.PA,-0.027571659202176607
OroTitan_Data_v1.0,2018-08-24,6,AI.PA,-0.1403785154499385
OroTitan_Data_v1.0,2018-08-24,7,OR.PA,-0.3364126046130635
OroTitan_Data_v1.0,2018-08-24,8,ASML.AS,-0.5636524699733922
OroTitan_Data_v1.0,2018-08-24,9,MC.PA,-0.5761604985446996
OroTitan_Data_v1.0,2018-08-24,10,SU.PA,-1.3445028901939493
OroTitan_Data_v1.0,2018-08-31,1,DSY.PA,1.8600315112332402
OroTitan_Data_v1.0,2018-08-31,2,IPN.PA,1.5966694067257974
OroTitan_Data_v1.0,2018-08-31,3,GTT.PA,0.6883279792739022
OroTitan_Data_v1.0,2018-08-31,4,TTE.PA,0.21832736138050352
OroTitan_Data_v1.0,2018-08-31,5,AI.PA,-0.07002361924029188
OroTitan_Data_v1.0,2018-08-31,6,ENX.PA,-0.2607515032674638
OroTitan_Data_v1.0,2018-08-31,7,OR.PA,-0.2727028976529947
OroTitan_Data_v1.0,2018-08-31,8,MC.PA,-0.8083497419999701
OroTitan_Data_v1.0,2018-08-31,9,ASML.AS,-0.8929247162617179
OroTitan_Data_v1.0,2018-08-31,10,SU.PA,-0.9143620301699515
OroTitan_Data_v1.0,2018-09-07,1,IPN.PA,2.1410306514922053
OroTitan_Data_v1.0,2018-09-07,2,DSY.PA,1.3403692827914
OroTitan_Data_v1.0,2018-09-07,3,TTE.PA,0.42452063838881016
OroTitan_Data_v1.0,2018-09-07,4,GTT.PA,0.24182958037588487
OroTitan_Data_v1.0,2018-09-07,5,AI.PA,0.15685222695235368
OroTitan_Data_v1.0,2018-09-07,6,OR.PA,0.15186933976549866
OroTitan_Data_v1.0,2018-09-07,7,MC.PA,-0.2725118163506006
OroTitan_Data_v1.0,2018-09-07,8,ENX.PA,-0.34300561506773264
